,offer_type,offer_id,person,time,difficulty,duration,reward,web,email,mobile,social,bogo,discount,informational,age,income,member_date_int,F,M,typical_spending_m1,num_offers,spending_during_offer
44578,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,b70b0887302244668cf688e017a3537b,408,7,7,3,1,1,1,1,0,1,0,26,45000.0,378,0,1,0.04408571428571429,2,0.0
44579,discount,0b1e1539f2cc45b7b9fa7c272da2e1d7,2a8947296a3c4fb1b592ec2693a5fc04,408,20,10,5,1,1,0,0,0,1,0,51,82000.0,1416,0,1,0.18721664275466285,2,4.35
44580,informational,5a8bc65990b245e5a138643cd4eb9837,bb7ea7fb96d049f9a96a23e4e223373c,408,0,3,0,0,1,1,1,0,0,1,54,96000.0,850,1,0,0.4571870604781996,1,23.53
44582,informational,5a8bc65990b245e5a138643cd4eb9837,11c7fc9221c44955b43579d2e33c2ad5,408,0,3,0,0,1,1,1,0,0,1,66,64000.0,1636,0,1,0.01784810126582279,1,0.0
44592,discount,fafdcd668e3743c1bb461111dcafc2a4,526344b8d63d412fa9014ce5f6d12fc7,408,10,10,2,1,1,1,1,0,1,0,68,84000.0,1539,1,0,0.06389204545454548,1,0.0
44595,bogo,f19421c1d4aa40978ebb69ca19b0e20d,46294c7cfef2496a8f570241057db337,408,5,5,5,1,1,1,1,1,0,0,68,97000.0,1518,1,0,0.02369534555712271,1,0.0
44596,discount,2906b810c7d4411798c6938adc9daaa5,45e2468f58724b53bfeaeeb739fa2fc3,408,10,7,2,1,1,1,0,0,1,0,66,88000.0,1029,0,1,0.3955087209302326,4,0.0
44602,informational,5a8bc65990b245e5a138643cd4eb9837,66134805cd1741a2bb5d9f7003de5500,408,0,3,0,0,1,1,1,0,0,1,50,51000.0,1662,0,1,0.007271448663853726,1,0.0
44605,discount,2906b810c7d4411798c6938adc9daaa5,0d15aeb66e044f26b1a50c678cef7fe4,408,10,7,2,1,1,1,0,0,1,0,54,61000.0,775,1,0,0.047150997150997145,2,19.23
44606,bogo,ae264e3637204a6fb9bb56bc8210ddfd,f332bf90ca5a4029afcb298a02ca7ad3,408,10,7,10,0,1,1,1,1,0,0,118,65405.0,830,0,0,0.022375366568914958,5,0.0
44611,bogo,f19421c1d4aa40978ebb69ca19b0e20d,783da01b03104fa1ba526d683dd63d7f,408,5,5,5,1,1,1,1,1,0,0,42,47000.0,568,0,1,0.08664748201438849,3,0.0
44612,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,9eac14a099914474a4b2f04b91e3b90d,408,10,5,10,1,1,1,1,1,0,0,67,51000.0,1676,0,1,0.12185078909612625,3,0.0
44616,bogo,f19421c1d4aa40978ebb69ca19b0e20d,85ba6a30e364496999cd41ca45c0704b,408,5,5,5,1,1,1,1,1,0,0,58,44000.0,900,1,0,0.271994301994302,2,13.96
44617,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,546267273d6041f48946369c65c11531,408,5,7,5,1,1,1,0,1,0,0,62,103000.0,1233,0,1,0.20165487977369165,1,0.0
44618,discount,2906b810c7d4411798c6938adc9daaa5,48fe136d44a84d59a84c56a975672368,408,10,7,2,1,1,1,0,0,1,0,24,32000.0,578,0,1,0.032630834512022616,1,2.7
44620,discount,fafdcd668e3743c1bb461111dcafc2a4,9ff191ae473344ebaac734546d694975,408,10,10,2,1,1,1,1,0,1,0,49,45000.0,1775,0,1,0.016534090909090908,1,0.0
44624,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,6e82ae1b9d9e43eea712397f21f749b9,408,7,7,3,1,1,1,1,0,1,0,34,31000.0,1804,0,1,0.03545968882602546,1,0.0
44633,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,78df48f9dc174700bce78abb1a785a44,408,7,7,3,1,1,1,1,0,1,0,84,88000.0,1120,1,0,0.2516978417266187,3,0.0
44634,bogo,f19421c1d4aa40978ebb69ca19b0e20d,4be349f768874b9cbd3cf3c822f4443e,408,5,5,5,1,1,1,1,1,0,0,22,43000.0,1729,0,1,0.03212976022566996,1,0.0
44640,informational,5a8bc65990b245e5a138643cd4eb9837,75847bb70727423b9c198191391761e4,408,0,3,0,0,1,1,1,0,0,1,69,45000.0,1540,0,1,0.018352435530085958,3,0.0
44646,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,39b382d5b1274ed5b0032225cd71afdb,408,5,7,5,1,1,1,0,1,0,0,60,50000.0,1483,0,1,0.12231332357247435,4,17.95
44654,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,4363de49f81748e8979fe15f072765b3,408,10,5,10,1,1,1,1,1,0,0,118,65405.0,1317,0,0,0.03593794076163611,1,0.0
44655,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,2abf5b9e31404a1aacb919cf7ce3d1a3,408,5,7,5,1,1,1,0,1,0,0,23,36000.0,1076,0,1,0.23387050359712236,3,0.0
44656,discount,fafdcd668e3743c1bb461111dcafc2a4,0cf2ddcf6c034ac9906831614a360d0d,408,10,10,2,1,1,1,1,0,1,0,77,63000.0,1656,0,0,0.09802593659942364,2,0.0
44662,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,f8d279c6b0df4fdda22c3d85ecc32a9e,408,7,7,3,1,1,1,1,0,1,0,37,33000.0,1177,1,0,0.09707142857142856,2,4.18
44666,discount,fafdcd668e3743c1bb461111dcafc2a4,6c6ea548f9884790846f4917e494c65a,408,10,10,2,1,1,1,1,0,1,0,47,66000.0,1564,1,0,0.1552898550724638,3,11.62
44671,bogo,f19421c1d4aa40978ebb69ca19b0e20d,07e7d74b98e9496eae8226d4af05f33b,408,5,5,5,1,1,1,1,1,0,0,21,66000.0,839,1,0,0.3868812589413447,2,0.0
44673,informational,3f207df678b143eea3cee63160fa8bed,169bbd7e0d224a4aa056495c8629dd0b,408,0,4,0,1,1,1,0,0,0,1,118,65405.0,1021,0,0,0.01670520231213873,4,0.0
44676,informational,5a8bc65990b245e5a138643cd4eb9837,95b6b3ebf08b4db5a6b9b1f7a3315f72,408,0,3,0,0,1,1,1,0,0,1,49,81000.0,1117,1,0,0.18362984218077472,3,0.0
44680,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,6091d5074b14477c8e9740f4daf6e978,408,10,5,10,1,1,1,1,1,0,0,66,57000.0,1531,1,0,0.05579626972740315,3,0.0
44684,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,69f32a7aa7c747f691996d31c271c6bf,408,7,7,3,1,1,1,1,0,1,0,25,35000.0,1585,0,1,0.017441860465116282,4,0.0
44690,discount,fafdcd668e3743c1bb461111dcafc2a4,6ceaadc496204beb883e5fd9e2da7ae7,408,10,10,2,1,1,1,1,0,1,0,118,65405.0,1630,0,0,0.007398843930635838,3,0.0
44692,discount,fafdcd668e3743c1bb461111dcafc2a4,0846873e9e4d4d19afa993278b1e8f3d,408,10,10,2,1,1,1,1,0,1,0,51,108000.0,1008,1,0,0.2697159090909091,1,0.0
44693,informational,3f207df678b143eea3cee63160fa8bed,c773fe9f23f04e9ba2c70ad5e237c7db,408,0,4,0,1,1,1,0,0,0,1,54,78000.0,1603,0,1,0.2980704225352113,1,0.0
44694,bogo,ae264e3637204a6fb9bb56bc8210ddfd,074c9939731945d5a71735d8997a22c5,408,10,7,10,0,1,1,1,1,0,0,19,59000.0,746,0,1,0.058757142857142876,2,2.43
44698,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,bd9640ac357e463bac65c117ca88d0a3,408,7,7,3,1,1,1,1,0,1,0,37,78000.0,1758,1,0,0.13137681159420292,3,17.62
44702,discount,fafdcd668e3743c1bb461111dcafc2a4,28254160875943e883e1ed9460f8d65f,408,10,10,2,1,1,1,1,0,1,0,55,65000.0,1311,1,0,0.1008806818181818,1,0.0
44704,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,3693bd7f86844b51abf47b035fe3bc0a,408,7,7,3,1,1,1,1,0,1,0,48,74000.0,936,0,1,0.1891,2,0.0
44705,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,bfc1525360714de99826d7f5af0c0722,408,7,7,3,1,1,1,1,0,1,0,61,71000.0,1598,1,0,0.16929278642149928,1,19.39
44709,discount,fafdcd668e3743c1bb461111dcafc2a4,6f0b32521605444bbba40d794480cd0a,408,10,10,2,1,1,1,1,0,1,0,39,81000.0,1653,0,1,0.17597325408618128,5,0.0
44711,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,a814c06cc66a42fda88d324956f7a543,408,7,7,3,1,1,1,1,0,1,0,68,40000.0,261,0,1,0.053749999999999985,2,3.04
44712,discount,fafdcd668e3743c1bb461111dcafc2a4,2c28280400be4ffd86ee4caef0b759f7,408,10,10,2,1,1,1,1,0,1,0,62,77000.0,1604,1,0,0.35326704545454546,1,0.0
44715,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,c0fcc9ca74a74f448cb2f12de0ef3919,408,10,5,10,1,1,1,1,1,0,0,118,65405.0,914,0,0,0.022256699576868832,1,0.97
44722,informational,5a8bc65990b245e5a138643cd4eb9837,e3aef8dbe2ff4db5957627ddd2922d50,408,0,3,0,0,1,1,1,0,0,1,91,57000.0,1550,1,0,0.07214182344428365,3,0.0
44729,discount,fafdcd668e3743c1bb461111dcafc2a4,15c7845f03444fd19d70057a48f01aed,408,10,10,2,1,1,1,1,0,1,0,41,54000.0,1600,0,1,0.6087153284671533,4,11.01
44733,bogo,ae264e3637204a6fb9bb56bc8210ddfd,f8a0d2e3a8464ce3929391a5f2b2ddb2,408,10,7,10,0,1,1,1,1,0,0,118,65405.0,1603,0,0,0.017159253945480634,2,0.0
44738,bogo,ae264e3637204a6fb9bb56bc8210ddfd,fb28844eb6c544139eebc3974b4ee74a,408,10,7,10,0,1,1,1,1,0,0,86,58000.0,745,0,1,0.4020428571428573,2,0.0
44740,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,d805f98dd0234ed3a1c537b689d15913,408,10,5,10,1,1,1,1,1,0,0,118,65405.0,1782,0,0,0.009438040345821326,4,0.0
44744,discount,2906b810c7d4411798c6938adc9daaa5,f725ce7c8bb64dc18866d875e34a4f14,408,10,7,2,1,1,1,0,0,1,0,53,98000.0,1541,1,0,0.3140315638450502,3,0.0
44748,discount,fafdcd668e3743c1bb461111dcafc2a4,b2f1cd155b864803ad8334cdf13c4bd2,408,10,10,2,1,1,1,1,0,1,0,55,94000.0,1540,1,0,0.2774857954545455,1,0.0
44749,discount,2906b810c7d4411798c6938adc9daaa5,90bc48f7e27d4ad8b2c9044f98009978,408,10,7,2,1,1,1,0,0,1,0,60,61000.0,1160,1,0,0.26785007072135786,1,0.0
44750,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,6d935793707b44c494e73659dfb42f61,408,10,5,10,1,1,1,1,1,0,0,88,90000.0,1315,1,0,0.15805359661495064,1,0.0
44751,discount,fafdcd668e3743c1bb461111dcafc2a4,0a73c45eda784402957f033343dabeed,408,10,10,2,1,1,1,1,0,1,0,63,44000.0,1227,0,1,0.214232424677188,2,7.05
44760,discount,2906b810c7d4411798c6938adc9daaa5,bbac698d05484da5930ea209dda9c087,408,10,7,2,1,1,1,0,0,1,0,118,65405.0,1724,0,0,0.008191176470588236,6,0.0
44773,discount,fafdcd668e3743c1bb461111dcafc2a4,1d02e70963a6471c9fe05962b0766d32,408,10,10,2,1,1,1,1,0,1,0,118,65405.0,1335,0,0,0.017308248914616495,3,0.0
44775,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,05e14ffbb5234affb70068da5fafbb25,408,7,7,3,1,1,1,1,0,1,0,75,98000.0,1001,0,1,0.5113275613275613,3,0.0
44779,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,8048b38920d94ae687bd10f24028372f,408,7,7,3,1,1,1,1,0,1,0,69,39000.0,638,0,1,0.0878076379066478,1,0.0
44781,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,808d7d2d38784160aca7a43b7d04eb6f,408,5,7,5,1,1,1,0,1,0,0,58,37000.0,1552,1,0,0.13072135785007075,1,0.0
44782,discount,fafdcd668e3743c1bb461111dcafc2a4,eaad5a49b5ab41c795b1d02214e811df,408,10,10,2,1,1,1,1,0,1,0,51,89000.0,1816,0,1,0.09876420454545456,1,0.0
44789,bogo,f19421c1d4aa40978ebb69ca19b0e20d,bdc18485441448439f1197858094e5e9,408,5,5,5,1,1,1,1,1,0,0,67,43000.0,86,1,0,0.09336182336182336,2,0.0
44793,bogo,f19421c1d4aa40978ebb69ca19b0e20d,4c5bf23156084110866bdc8d2ba64c9c,408,5,5,5,1,1,1,1,1,0,0,49,93000.0,1628,0,1,0.5657514450867052,3,0.0
44797,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,a308e39fd73246888aff6a8262479417,408,10,5,10,1,1,1,1,1,0,0,27,42000.0,1570,0,1,0.013971223021582735,3,0.0
44801,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,d2fdc2be8ab64e4ba04830d441e53fd5,408,7,7,3,1,1,1,1,0,1,0,101,99000.0,666,1,0,0.2751704545454545,2,20.62
44808,bogo,f19421c1d4aa40978ebb69ca19b0e20d,0e6d0e08329c4d0c90987d234f0983d2,408,5,5,5,1,1,1,1,1,0,0,65,51000.0,970,1,0,0.41299145299145296,2,11.18
44810,bogo,ae264e3637204a6fb9bb56bc8210ddfd,1f91f4ea7db74b4e9926080aef934e0f,408,10,7,10,0,1,1,1,1,0,0,76,85000.0,1081,0,1,0.18305714285714286,2,0.0
44813,bogo,f19421c1d4aa40978ebb69ca19b0e20d,133924ae2c774c84973a00d6b4687529,408,5,5,5,1,1,1,1,1,0,0,30,50000.0,59,0,1,0.06239774330042312,1,0.0
44817,discount,fafdcd668e3743c1bb461111dcafc2a4,6c0f89d1092545bbb522281d8337dd2b,408,10,10,2,1,1,1,1,0,1,0,83,69000.0,1166,1,0,0.1951136363636364,1,12.12
44825,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,0100dbd4e8554aa69b73b6ac0547f6bf,408,10,5,10,1,1,1,1,1,0,0,118,65405.0,1613,0,0,0.00923836389280677,1,0.0
44826,informational,5a8bc65990b245e5a138643cd4eb9837,50a671a5d048478d8ec66275f0fa7256,408,0,3,0,0,1,1,1,0,0,1,26,48000.0,1369,0,1,0.055623229461756366,2,4.46
44850,bogo,ae264e3637204a6fb9bb56bc8210ddfd,9d1a80ee80274a7b843e92e17208c99b,408,10,7,10,0,1,1,1,1,0,0,29,32000.0,1093,1,0,0.15072649572649574,2,0.0
44856,bogo,ae264e3637204a6fb9bb56bc8210ddfd,e12aeaf2d47d42479ea1c4ac3d8286c6,408,10,7,10,0,1,1,1,1,0,0,26,46000.0,199,0,1,0.07951909476661953,1,0.0
44859,informational,3f207df678b143eea3cee63160fa8bed,e5747aa5f9cd4079ba6d76cbd0b9363c,408,0,4,0,1,1,1,0,0,0,1,74,100000.0,1599,0,1,0.1638169014084507,1,0.0
44860,discount,2906b810c7d4411798c6938adc9daaa5,202e4e3daea448269c22f900b6328edf,408,10,7,2,1,1,1,0,0,1,0,65,95000.0,1047,1,0,0.4650142857142858,2,0.0
44870,discount,fafdcd668e3743c1bb461111dcafc2a4,3313c400a5d5467e81e4ce274a0e35a4,408,10,10,2,1,1,1,1,0,1,0,47,66000.0,754,0,1,0.16490701001430613,2,0.0
44871,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,de2fdfba151e4fa6a940412e771316c4,408,10,5,10,1,1,1,1,1,0,0,42,93000.0,249,0,1,0.23954866008462625,1,0.0
44872,bogo,ae264e3637204a6fb9bb56bc8210ddfd,c25ea74fdfce45d990fb4c03e80d008e,408,10,7,10,0,1,1,1,1,0,0,118,65405.0,1750,0,0,0.007464387464387464,2,0.31
44880,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,b316218434574dc2a8693484569649b9,408,5,7,5,1,1,1,0,1,0,0,37,51000.0,889,0,1,0.2538561151079136,3,0.0
44881,bogo,ae264e3637204a6fb9bb56bc8210ddfd,669f556d7fb7408cb8fb0a5cdd7012fa,408,10,7,10,0,1,1,1,1,0,0,34,71000.0,449,0,1,0.09091937765205092,1,0.0
44883,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,cd7285b50d5249918fcd7ddfbbc033ea,408,10,5,10,1,1,1,1,1,0,0,118,65405.0,797,0,0,0.042707736389684815,3,0.0
44884,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,37b14902e6304dc59a77e272dc86cf3a,408,7,7,3,1,1,1,1,0,1,0,47,62000.0,1482,0,1,0.0140625,2,0.0
44890,discount,2906b810c7d4411798c6938adc9daaa5,fa17d9127d314ea993ccf3e355448cac,408,10,7,2,1,1,1,0,0,1,0,52,80000.0,932,1,0,0.2141442715700141,1,0.0
44891,discount,fafdcd668e3743c1bb461111dcafc2a4,a4e1b4bbba3c4934acd3a9c6f149b972,408,10,10,2,1,1,1,1,0,1,0,75,97000.0,1215,0,1,0.3030539772727273,1,0.0
44895,discount,2906b810c7d4411798c6938adc9daaa5,b4703f75abe14b4d9a073c9675d4c0cf,408,10,7,2,1,1,1,0,0,1,0,44,62000.0,859,0,1,0.21350500715307585,3,0.0
44896,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,fb5bce7437f545ee92972d463917923e,408,7,7,3,1,1,1,1,0,1,0,70,55000.0,1765,0,1,0.047900000000000005,2,0.0
44897,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,cc3a69551fd3464eac2ce0310e010398,408,10,5,10,1,1,1,1,1,0,0,45,65000.0,1441,0,1,0.15297841726618705,3,0.0
44901,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,4ffaeb221c214a6285349fe755d811d3,408,10,5,10,1,1,1,1,1,0,0,42,35000.0,1076,1,0,0.04075498575498576,2,0.0
44902,bogo,f19421c1d4aa40978ebb69ca19b0e20d,43417e1318e84492888dc8a6aa6cc48d,408,5,5,5,1,1,1,1,1,0,0,43,60000.0,1436,1,0,0.21239774330042316,1,0.0
44903,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,2e09ec8fe20b4e2db9fc1c2022dcd3d7,408,7,7,3,1,1,1,1,0,1,0,41,41000.0,1624,0,1,0.07125356125356126,2,0.0
44905,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,8c14daeddfbe41c4bc574cfc6acdf2ff,408,7,7,3,1,1,1,1,0,1,0,60,40000.0,1515,0,1,0.09042857142857144,2,0.0
44915,bogo,f19421c1d4aa40978ebb69ca19b0e20d,1cb7a63568154dbf9ef628c3aafad253,408,5,5,5,1,1,1,1,1,0,0,67,82000.0,1669,0,1,0.13741935483870968,4,0.0
44920,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,9293e60990864e08960b727a8897ea5f,408,7,7,3,1,1,1,1,0,1,0,66,51000.0,1077,1,0,0.1161119081779053,2,7.47
44923,bogo,ae264e3637204a6fb9bb56bc8210ddfd,eb21d0838df54a55b85814108393903f,408,10,7,10,0,1,1,1,1,0,0,31,69000.0,1636,0,1,0.01425742574257426,1,1.38
44926,bogo,f19421c1d4aa40978ebb69ca19b0e20d,90889f5331094214b9e2b3baea2c4f4d,408,5,5,5,1,1,1,1,1,0,0,40,75000.0,1658,1,0,0.10138769670958513,2,0.0
44932,discount,fafdcd668e3743c1bb461111dcafc2a4,e617d169516f42a7b7d01273a0eb0946,408,10,10,2,1,1,1,1,0,1,0,118,65405.0,1749,0,0,0.023478260869565216,3,0.0
44934,bogo,ae264e3637204a6fb9bb56bc8210ddfd,671bfb63ca6548839a2891d437d7ffa3,408,10,7,10,0,1,1,1,1,0,0,45,64000.0,1814,0,1,0.02586608442503639,3,0.0
44952,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,073e3ef64e344bc8891732b558582492,408,7,7,3,1,1,1,1,0,1,0,83,71000.0,1590,0,1,0.19189458689458685,2,0.0
44957,discount,2906b810c7d4411798c6938adc9daaa5,73ec3a37053c4d5893efedf53e0473eb,408,10,7,2,1,1,1,0,0,1,0,40,78000.0,950,1,0,0.3672294372294373,3,0.0
44958,bogo,ae264e3637204a6fb9bb56bc8210ddfd,04cfc7c495c1419f9a316c2a9876af97,408,10,7,10,0,1,1,1,1,0,0,59,49000.0,1042,1,0,0.1369165487977369,1,11.29
44961,bogo,f19421c1d4aa40978ebb69ca19b0e20d,26bfddab97dc45948c64ee63b7be2111,408,5,5,5,1,1,1,1,1,0,0,71,86000.0,1081,1,0,0.14810693641618494,3,26.24
44964,bogo,f19421c1d4aa40978ebb69ca19b0e20d,79db0317008e43eca747f2a25a2d2d87,408,5,5,5,1,1,1,1,1,0,0,41,38000.0,1645,1,0,0.021769784172661868,3,0.0
44966,bogo,f19421c1d4aa40978ebb69ca19b0e20d,ae0a87a45d9f4e52bfba3c8bacac464a,408,5,5,5,1,1,1,1,1,0,0,30,54000.0,1015,1,0,0.287277856135402,1,10.74
44968,discount,2906b810c7d4411798c6938adc9daaa5,ebb7a9a6b45f4ba7b7600c651373ac4e,408,10,7,2,1,1,1,0,0,1,0,60,93000.0,1012,1,0,0.34298682284040993,4,29.29
44969,discount,fafdcd668e3743c1bb461111dcafc2a4,d9ed9854be91409594f764483509d47e,408,10,10,2,1,1,1,1,0,1,0,64,75000.0,1154,1,0,0.24710186513629845,2,0.0
44972,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,fcc67945354b4e64962526b38c646f25,408,7,7,3,1,1,1,1,0,1,0,51,51000.0,1642,1,0,0.19242120343839544,3,0.0
44979,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,072290a7410e49d3a1e45a89c92c58f3,408,7,7,3,1,1,1,1,0,1,0,118,65405.0,1634,0,0,0.02932374100719424,3,0.0
44980,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,0ecc8a63f8ce437aaec064b14cd5813f,408,7,7,3,1,1,1,1,0,1,0,82,81000.0,1041,1,0,0.18455445544554452,1,0.0
44988,informational,5a8bc65990b245e5a138643cd4eb9837,bb015ae912ef496fa9b5a84b7a032b01,408,0,3,0,0,1,1,1,0,0,1,19,44000.0,1822,1,0,0.029343794579172605,2,7.82
44993,informational,3f207df678b143eea3cee63160fa8bed,db1dab29b45443319d6330c65af0627e,408,0,4,0,1,1,1,0,0,0,1,90,66000.0,1474,1,0,0.2389466089466089,3,0.0
45001,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,1cf78b092c964dbbaf4fc82cbaed6c54,408,7,7,3,1,1,1,1,0,1,0,68,32000.0,1497,1,0,0.20486291486291489,3,11.68
45007,bogo,ae264e3637204a6fb9bb56bc8210ddfd,7dbce81651b545a2960b635f7d85db4d,408,10,7,10,0,1,1,1,1,0,0,39,65000.0,1481,0,1,0.40470085470085465,2,13.16
45014,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,2a63c44715f44f728e0fb3b999b63e4d,408,7,7,3,1,1,1,1,0,1,0,55,55000.0,1219,1,0,0.1442,2,0.0
45018,discount,fafdcd668e3743c1bb461111dcafc2a4,e376f68b370949c8b4eb3829e28f46ae,408,10,10,2,1,1,1,1,0,1,0,118,65405.0,1467,0,0,0.04220170454545455,1,0.0
45027,discount,2906b810c7d4411798c6938adc9daaa5,8ed66913c59348ca9e5ff003863ff830,408,10,7,2,1,1,1,0,0,1,0,90,57000.0,1766,0,1,0.05583931133428981,2,0.0
45030,bogo,ae264e3637204a6fb9bb56bc8210ddfd,5f30c36ecf5f47eba13fad31c9e5eeb9,408,10,7,10,0,1,1,1,1,0,0,70,46000.0,1148,0,1,0.09552857142857143,2,0.0
45031,discount,fafdcd668e3743c1bb461111dcafc2a4,b3d8b6242a1943e78ff1ea93e2101fbe,408,10,10,2,1,1,1,1,0,1,0,51,78000.0,1618,0,1,0.3375184638109305,4,0.0
45033,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,e6a312d8b3674fe5a955260fcfb4d105,408,10,5,10,1,1,1,1,1,0,0,61,71000.0,738,0,1,0.09606837606837608,2,0.0
45035,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,d21f399bbe124b3c978b2fe5767b3985,408,10,5,10,1,1,1,1,1,0,0,49,79000.0,1572,0,1,0.014062059238363893,1,0.0
45038,discount,fafdcd668e3743c1bb461111dcafc2a4,e2c7ee64f5e84f97baf61efed5a6569d,408,10,10,2,1,1,1,1,0,1,0,49,60000.0,676,0,1,0.12470588235294118,2,0.0
45041,discount,2906b810c7d4411798c6938adc9daaa5,9ca1196e54194ca9bf1a4b1327715e9e,408,10,7,2,1,1,1,0,0,1,0,39,59000.0,1166,0,1,0.19708751793400286,2,15.65
45044,discount,2906b810c7d4411798c6938adc9daaa5,c8a9ac9eb63c43f9a9497c6d67b1a220,408,10,7,2,1,1,1,0,0,1,0,40,88000.0,1462,0,0,0.039773691654879775,1,0.0
45046,bogo,9b98b8c7a33c4b65b9aebfe6a799e6d9,5c3b7c7a7f104adea1b558ab2ad6e3ef,408,5,7,5,1,1,1,0,1,0,0,70,59000.0,1241,1,0,0.3614814814814815,2,0.0
45049,bogo,ae264e3637204a6fb9bb56bc8210ddfd,6bbba83ef9204264a0ad9e9a73153886,408,10,7,10,0,1,1,1,1,0,0,84,61000.0,1366,1,0,0.2747093023255814,4,0.0
45051,discount,fafdcd668e3743c1bb461111dcafc2a4,3381f8550e8944c89cdadf97a3461823,408,10,10,2,1,1,1,1,0,1,0,71,52000.0,1341,0,1,0.09744927536231886,3,0.0
45052,informational,5a8bc65990b245e5a138643cd4eb9837,b4fab356e0a94cd3912b53c475573909,408,0,3,0,0,1,1,1,0,0,1,49,56000.0,1165,1,0,0.19913544668587896,3,0.0
45054,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,8c598297a58842a2a8bc90253d39b5e7,408,7,7,3,1,1,1,1,0,1,0,21,59000.0,1785,1,0,0.25340876944837337,1,0.0
45055,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,f1c3358fb6894c7eaacd3915f65da066,408,7,7,3,1,1,1,1,0,1,0,58,87000.0,952,0,1,0.3801272984441301,1,17.06
45059,discount,2906b810c7d4411798c6938adc9daaa5,079bc7a16fe94907911fcac3b93754d5,408,10,7,2,1,1,1,0,0,1,0,18,73000.0,1662,0,1,0.013041018387553041,1,0.0
45067,discount,fafdcd668e3743c1bb461111dcafc2a4,8422ffcfcd22449d9fb004a0dd26aac9,408,10,10,2,1,1,1,1,0,1,0,53,70000.0,1736,1,0,0.034232954545454546,1,0.0
45078,bogo,ae264e3637204a6fb9bb56bc8210ddfd,2997992e556b44cf9a69bbf92bf35690,408,10,7,10,0,1,1,1,1,0,0,56,111000.0,1544,0,1,0.14066478076379066,1,0.0
45081,informational,3f207df678b143eea3cee63160fa8bed,fa4b08b07db44bb9a1bc8dbf1d0c9dc2,408,0,4,0,1,1,1,0,0,0,1,118,65405.0,1589,0,0,0.01905633802816901,1,0.58
45082,discount,2906b810c7d4411798c6938adc9daaa5,8d0222afd15e4107b591494ea69714f7,408,10,7,2,1,1,1,0,0,1,0,118,65405.0,1333,0,0,0.05301272984441302,1,2.97
45087,discount,fafdcd668e3743c1bb461111dcafc2a4,5e911bd98a2c4d5d80e2b583a9ad3095,408,10,10,2,1,1,1,1,0,1,0,118,65405.0,1793,0,0,0.01262784090909091,1,0.0
45092,bogo,4d5c57ea9a6940dd891ad53e9dbe8da0,b2aaf8311ae9422981ded134c2bbbc34,408,10,5,10,1,1,1,1,1,0,0,52,67000.0,345,0,1,0.10910256410256412,2,0.0
45093,discount,2298d6c36e964ae4a3e7e9706d1fb8c2,df6455c3563f467bb74f1c17e84cc83d,408,7,7,3,1,1,1,1,0,1,0,47,51000.0,1259,0,1,0.13093795093795094,3,11.69
